Type,Label,Prediction,CER,Accuracy
All_Characters,9 0 6 2 B Y,M,1.0,0.0
All_Characters,9 2 2 1 2 W,02212,0.6363636363636364,0.0
All_Characters,4 2 6 4 0 A,STREBRAN,1.0,0.0
All_Characters,1 6 3 1 6 A,ASTAS,1.0,0.0
All_Characters,1 6 9 0 9 B B,16909880Lac,0.7692307692307693,0.0
All_Characters,6 1 9 8 7 Y,BREMEMERELLE,1.0909090909090908,0.0
All_Characters,2 6 6 0 6 D,26606BULac,0.7272727272727273,0.0
All_Characters,5 7 6 9 Y,5769V,0.5555555555555556,0.0
All_Characters,9 2 8 5 T B,1928578,0.7272727272727273,0.0
All_Characters,3 3 7 5 6 R,333756754,0.6363636363636364,0.0
All_Characters,4 5 8 0 H H,45809AULAC,0.8181818181818182,0.0
All_Characters,2 8 5 0 A B,TAGO,0.9090909090909091,0.0
All_Characters,2 6 9 7 9 A A,26979119Lac,0.7692307692307693,0.0
All_Characters,8 5 1 7 9 D,BSIRA,1.0,0.0
All_Characters,8 0 2 0 B D,-,1.0,0.0
All_Characters,9 6 6 4 T A,99644HA,0.6363636363636364,0.0
All_Characters,8 1 4 3 0 B B,81430,0.6153846153846154,0.0
All_Characters,7 2 8 0 9 D,728172800,0.7272727272727273,0.0
All_Characters,5 3 4 2 2 D,53422,0.5454545454545454,0.0
All_Characters,3 0 5 7 9 H,30579,0.5454545454545454,0.0
All_Characters,2 0 3 7 3 W,2033333,0.6363636363636364,0.0
All_Characters,6 5 2 8 7 B,TANKER,1.0,0.0
All_Characters,7 8 9 0 B,78900,0.5555555555555556,0.0
All_Characters,1 3 6 8 B,-,1.0,0.0
All_Characters,9 1 0 5 2 D,150162152-9,0.8181818181818182,0.0
All_Characters,8 4 9 6 4 A,BASCANTA,0.9090909090909091,0.0
All_Characters,5 6 1 9 5 H,56195,0.5454545454545454,0.0
All_Characters,4 2 6 4 8 B,42648.00,0.6363636363636364,0.0
All_Characters,6 3 7 0 6 M,637637037050,0.9090909090909091,0.0
All_Characters,1 4 2 4 7 H,14247-0L040,0.9090909090909091,0.0
All_Characters,2 5 0 2 R W,2502RWOLAC,0.8181818181818182,0.0
All_Characters,6 2 1 2 3 B,62181,0.7272727272727273,0.0
All_Characters,9 9 8 0 5 B B,998053.44,0.6153846153846154,0.0
All_Characters,7 5 7 5 9 S,75759900,0.5454545454545454,0.0
All_Characters,6 6 8 6 2 B B,6686288,0.6153846153846154,0.0
All_Characters,4 5 2 5 D R,4525,0.6363636363636364,0.0
All_Characters,6 0 4 7 3 W,6047333.204,0.8181818181818182,0.0
All_Characters,7 4 1 3 5 Y,74135,0.5454545454545454,0.0
All_Characters,2 8 5 0 A B,2850,0.6363636363636364,0.0
All_Characters,7 5 2 7 4 W,7524,0.6363636363636364,0.0
All_Characters,9 3 2 8 H,9328,0.5555555555555556,0.0
All_Characters,8 1 4 3 0 B B,-,1.0,0.0
All_Characters,2 2 0 5 T,Bend,1.0,0.0
All_Characters,6 0 5 9 1 Y,605919002,0.7272727272727273,0.0
All_Characters,2 8 1 5 2 Y,28152,0.5454545454545454,0.0
All_Characters,4 3 6 9 4 D,113694,0.6363636363636364,0.0
All_Characters,8 8 0 7 9 S,8807912,0.5454545454545454,0.0
All_Characters,7 7 5 7 2 D,775726,0.5454545454545454,0.0
All_Characters,6 3 8 7 9 H,SMA,1.0,0.0
All_Characters,5 0 2 3 4 R,502343,0.5454545454545454,0.0
All_Characters,2 2 6 1 6 W,PORANTINGLE,1.0,0.0
All_Characters,7 3 0 9 2 Y,73092,0.5454545454545454,0.0
All_Characters,6 4 2 0 5 M,64205.4,0.5454545454545454,0.0
All_Characters,8 2 3 9 T,823911,0.5555555555555556,0.0
All_Characters,7 7 8 3 0 W,77830,0.5454545454545454,0.0
All_Characters,1 6 0 5 9 W,16050,0.6363636363636364,0.0
All_Characters,5 6 3 9 3 W,56393W,0.45454545454545453,0.0
All_Characters,5 9 8 2 B H,59825ARCLE,0.8181818181818182,0.0
All_Characters,6 3 7 0 6 M,1637063,0.6363636363636364,0.0
